video_id,label,split
04479,0,train
00023,0,train
34146,0,train
33145,0,train
33900,0,train
5X8OG45KJN,1,train
56120,0,train
04917,0,train
61511,0,train
26821,0,train
54576,0,train
F4GRJCI9X6,1,train
11513,0,train
59119,0,train
18659,0,train
45038,0,train
E2SGLCEZ1T,1,train
14241,0,train
51895,0,train
67738,0,train
20489,0,train
00Y1BXXWM2,1,train
48547,0,train
00989,0,train
6UESVTU8FP,1,train
MZ5E3SENJX,1,train
QHZ6E0ACFQ,1,train
18641,0,train
4W42055KAW,1,train
N62J49M3ZK,1,train
RH782ZN253,1,train
23914,0,train
23497,0,train
Z1SUHKR8YV,1,train
60516,0,train
11JOCKMAFF,1,train
1SK1ZY8LTF,1,train
8SN3VJD1C2,1,train
LT0G5UVP6C,1,train
ML3CJGXS8R,1,train
60604,0,train
24304,0,train
09431,0,train
27668,0,train
44340,0,train
6K8JP2DMFX,1,train
08901,0,train
G0Y6GK0Z3D,1,train
LK3SK04TPS,1,train
26117,0,train
50534,0,train
HI03GK41QU,1,train
21064,0,train
38P2CHV8NQ,1,train
16891,0,train
97DBI0Y8SF,1,train
WSPRW7L5FZ,1,train
7NI7QTIP48,1,train
69486,0,train
07759,0,train
28124,0,train
68805,0,train
60960,0,train
44912,0,train
55200,0,train
2ZIKFVGG2E,1,train
BKV6RC4P7X,1,train
4DLQRU8BTM,1,train
05339,0,train
22942,0,train
65262,0,train
08809,0,train
44480,0,train
AI0D1WLKLZ,1,train
54225,0,train
05957,0,train
PYGX7X7ETP,1,train
41634,0,train
K00U454XOM,1,train
68533,0,train
17866,0,train
ZZA9QHUR78,1,train
OZU0TQB21Y,1,train
7L6R9D4R0W,1,train
9WSYJRYOPW,1,train
mid_446_0011,1,train
KBKSIDI7FS,1,train
61934,0,train
15495,0,train
05304,0,train
53144,0,train
LRZUHETR9J,1,train
9R33HE6NLC,1,train
21913,0,train
21156,0,train
Q4FVIZ929L,1,train
60920,0,train
16379,0,train
65411,0,train
58085,0,train
MFPCQ23NAN,1,train
BEF5RVM6FY,1,train
48740,0,train
51621,0,train
9BFZERML8I,1,train
PCH9TBZXAP,1,train
01828,0,train
4TXUD292CC,1,train
IGYCX4H57J,1,train
36391,0,train
18495,0,train
BVGLKL2P5H,1,train
37874,0,train
64445,0,train
F2QI2AIHG7,1,train
44727,0,train
9MD18SOASM,1,train
VAMNJRHCHM,1,train
40133,0,train
56284,0,train
56864,0,train
20256,0,train
42965,0,train
21379,0,train
03467,0,train
WQ6BW5QTQ0,1,train
16507,0,train
10858,0,train
54052,0,train
NZ044UBIX7,1,train
C2E0Z8OA7A,1,train
11157,0,train
54343,0,train
61593,0,train
6LGMYOM0EK,1,train
27458,0,train
21100,0,train
09406,0,train
GSCX9URQDM,1,train
TR5RP9M25K,1,train
61933,0,train
41730,0,train
real_00726,0,train
17261,0,train
VEZ2D4P5RI,1,train
VDXGZL9RIB,1,train
53TP2ZIWBW,1,train
67105,0,train
P643DYXN53,1,train
02187,0,train
51735,0,train
4SQ0WGD563,1,train
OQPUDPNIUC,1,train
06721,0,train
69415,0,train
50165,0,train
43592,0,train
09DUV12YR2,1,train
WXWYIQWN70,1,train
TETHZA7MZF,1,train
TN4LFOJAH4,1,train
68235,0,train
CUD1D7AMVA,1,train
HVD2F48G8E,1,train
10552,0,train
59576,0,train
easy_170_0010,1,train
DWYCQ8V3AJ,1,train
45212,0,train
RDX9LWAOYE,1,train
09996,0,train
GNYBLHBP6H,1,train
00253,0,train
52049,0,train
08355,0,train
20369,0,train
67755,0,train
CHRN9SOSFR,1,train
3JSCGDZIED,1,train
09539,0,train
P55BTHCQXX,1,train
03V610BW4W,1,train
XLS9L8G9N5,1,train
9SMQWY8Y5O,1,train
Z1YE0OQDR3,1,train
426X7PP5VV,1,train
3IXD9NAKPV,1,train
real_00773,0,train
18144,0,train
JVM9N51AZ2,1,train
16897,0,train
KXBU4UYQDU,1,train
54369,0,train
J7721IGSLJ,1,train
63612,0,train
JGJ579481Y,1,train
13097,0,train
Q6OZLS28BB,1,train
19146,0,train
40134,0,train
7H1R8F2HKO,1,train
15230,0,train
T3FWI7QXQ4,1,train
33876,0,train
41256,0,train
M2PJTN578K,1,train
25059,0,train
53577,0,train
L2WJYNV2FE,1,train
13407,0,train
RXEA0AW35B,1,train
68300,0,train
39303,0,train
4MRH69W7BZ,1,train
real_00975,0,train
LPC4908DOE,1,train
7QGSO9Z2CX,1,train
47780,0,train
real_00011,0,train
61578,0,train
00987,0,train
OTVL4WS6UW,1,train
03KD6IWJM8,1,train
UVSCC9BEHX,1,train
61325,0,train
14644,0,train
18442,0,train
16952,0,train
48114,0,train
48149,0,train
22267,0,train
06889,0,train
47279,0,train
68855,0,train
47138,0,train
03888,0,train
20741,0,train
CJPNY3SF0W,1,train
GAQ4BMN80H,1,train
17610,0,train
KHCSRWWE8K,1,train
21850,0,train
FN2BZ1MMLP,1,train
37564,0,train
ZVYNUAQY3X,1,train
GXGNOZ3B72,1,train
4JN2WUI0MG,1,train
63336,0,train
real_00251,0,train
OOSYDLAEYA,1,train
22262,0,train
1OB9ZAW99S,1,train
46000,0,train
R5UDRA9WEZ,1,train
M5DBJ31B7O,1,train
HD6FHZT1RB,1,train
JJ9QV6EJMP,1,train
JRTMLYSX91,1,train
44741,0,train
13872,0,train
ALTH5IHOTY,1,train
CTGM3DCESY,1,train
54374,0,train
B8V6162SWL,1,train
55229,0,train
58216,0,train
JKW6VZ45JR,1,train
59974,0,train
62728,0,train
8D5OZ8OHO8,1,train
RXRZJXE7PV,1,train
20433,0,train
05841,0,train
60721,0,train
13605,0,train
QF0YVWXPE9,1,train
30529,0,train
4Z45P2UC26,1,train
72ZJ5BAHPK,1,train
66227,0,train
35519,0,train
S24VSBYBW3,1,train
YGGRT1AIX2,1,train
4XPE6HUURD,1,train
3G8MB0B1LV,1,train
T8ADEWCC4R,1,train
19549,0,train
JMH45FPV5A,1,train
07668,0,train
26536,0,train
69397,0,train
FMV9W3HD9U,1,train
65637,0,train
35561,0,train
78HVCJ5TKZ,1,train
06106,0,train
57261,0,train
IKFJNH9QXC,1,train
WBHICYTCP8,1,train
35073,0,train
6L58US4S14,1,train
real_00925,0,train
07786,0,train
64528,0,train
M2GA37XSKO,1,train
67005,0,train
65914,0,train
10556,0,train
41604,0,train
60024,0,train
real_00878,0,train
01216,0,train
HEK1JMB42D,1,train
35600,0,train
KU8319NF0H,1,train
K286LJPJLB,1,train
07987,0,train
69127,0,train
26527,0,train
17426,0,train
W895HFNTHW,1,train
07758,0,train
H15LXV62ZQ,1,train
KQFL0UPCY6,1,train
86BJNHGEIL,1,train
OUMEWIY22I,1,train
EJ110H4F46,1,train
12323,0,train
YD7GW73FG2,1,train
7KB1AQWLH5,1,train
59025,0,train
7HIALW6ZTW,1,train
GRAJ93GD2I,1,train
64530,0,train
Q1G9HV8DCN,1,train
06908,0,train
XT4BXWBJE0,1,train
22TVMDG32S,1,train
T18MWMNRPW,1,train
55212,0,train
6O43T7R51N,1,train
JUKPT20QU7,1,train
50623,0,train
59384,0,train
EUDVJ99P4W,1,train
29766,0,train
FLSL3TZPDW,1,train
AZNHP78UO6,1,train
2J2XGN7DVY,1,train
22088,0,train
846ZD24W06,1,train
3EMO8QL860,1,train
04405,0,train
08582,0,train
JOGTRF3QIM,1,train
ATUHNMZ1ZR,1,train
4KI7F8N6S9,1,train
39336,0,train
L4JHII54VB,1,train
14238,0,train
62475,0,train
CG8CGYUHLT,1,train
JBATWSVE5U,1,train
522BWL7MAF,1,train
8HC8PVV4VS,1,train
F7W2A27IRS,1,train
N0R7PX0OGK,1,train
LAL79BJP5O,1,train
7NG5V2G4HE,1,train
YNB6CIDG41,1,train
23559,0,train
HNSNOU3PY2,1,train
I6LCIZMMZK,1,train
YJ3TEV1THX,1,train
MLV279HNDF,1,train
EHHACGL2GS,1,train
56877,0,train
real_00484,0,train
P5EEOGCHKU,1,train
44802,0,train
22682,0,train
P51LKQ97OQ,1,train
8Y3ATVCV06,1,train
13094,0,train
TFJGZ77Y5Z,1,train
M1U5V0ZICB,1,train
54716,0,train
ARC0ZPE3YG,1,train
50075,0,train
57048,0,train
26YZI4W5YW,1,train
25494,0,train
58584,0,train
MHRIYX4UDF,1,train
33641,0,train
32593,0,train
32289,0,train
real_00427,0,train
SLJLO5ZUL6,1,train
TZBHN3CO6C,1,train
39959,0,train
14N26JECAB,1,train
95DD39SPEY,1,train
QNRW81KAOF,1,train
6PBI8J2CPD,1,train
L8KLV4JUTG,1,train
50297,0,train
64947,0,train
P5ZTKTMVNC,1,train
25846,0,train
7HWY440X7F,1,train
DVWQ3EECA4,1,train
KIOUEW589S,1,train
12048,0,train
36616,0,train
AEZI188093,1,train
AJDPD40DA4,1,train
15635,0,train
25526,0,train
39199,0,train
BOA4CZQSV2,1,train
NT25RYFS7E,1,train
6BFJ36D31C,1,train
C88Q5FKP1Q,1,train
20211,0,train
ZIRR16A87E,1,train
48909,0,train
ZOX4AJJURX,1,train
37348,0,train
6L1TDCLG4Z,1,train
46275,0,train
58649,0,train
30630,0,train
05593,0,train
NLJA61GI48,1,train
5G8H4F6QEE,1,train
7QIR58SYEO,1,train
KQRLCZ996H,1,train
63275,0,train
NTHILUF7S3,1,train
26057,0,train
13145,0,train
SGODPLQ3B9,1,train
40550,0,train
JOCDGR0FTH,1,train
47867,0,train
GBNESDJME1,1,train
TDXIVCBUE0,1,train
VKRZ5Z620F,1,train
J3MU8X7Q6X,1,train
51295,0,train
19988,0,train
BXRT4SGEWD,1,train
XCNEF0WA82,1,train
XFIJIHURL3,1,train
66702,0,train
62137,0,train
42486,0,train
K09VII14L5,1,train
22869,0,train
DINKO2SADU,1,train
37635,0,train
XL5TA0BTUB,1,train
MFQN3B9ZQ8,1,train
60492,0,train
44469,0,train
39906,0,train
BV0PR7HCYR,1,train
45065,0,train
37495,0,train
59971,0,train
62373,0,train
VBRMJ372O5,1,train
YIZB5G9H8H,1,train
DU41OFFK6D,1,train
6N36A8PVLX,1,train
33997,0,train
47881,0,train
4DN4ZKZOQD,1,train
16558,0,train
C9DKRFL54I,1,train
08134,0,train
BZ024F210E,1,train
08000,0,train
WB9Q73QL2Z,1,train
57963,0,train
59957,0,train
T6FER8MEPY,1,train
JUG6F7VNL2,1,train
40800,0,train
69050,0,train
38507,0,train
15M8LWAUW7,1,train
IH9RDSUQXY,1,train
44728,0,train
33300,0,train
W1RCU9CEY9,1,train
KDW5EKERW3,1,train
DT8BAVEXP8,1,train
3VCEZHOIOZ,1,train
18059,0,train
LD7OM4VOJE,1,train
00728,0,train
16157,0,train
40334,0,train
EWSTB0JLSF,1,train
66865,0,train
46444,0,train
45343,0,train
BMWR8MU3Q6,1,train
04003,0,train
8HC3GN87J9,1,train
04465,0,train
FLGO6H3E5T,1,train
06474,0,train
YW1G7781QG,1,train
real_00860,0,train
07044,0,train
UX01EUCEL7,1,train
01520,0,train
42245,0,train
81BNBJMOR0,1,train
10175,0,train
40LRRYBXYH,1,train
5BHMKMRLP9,1,train
572RFRMK11,1,train
98OT5NHN3S,1,train
51001,0,train
20640,0,train
MV88FQA3ZW,1,train
26784,0,train
9ELWCG0BEY,1,train
61648,0,train
MGK5EIA1BQ,1,train
P76WKAYLD9,1,train
54346,0,train
TZ6S6WN9IW,1,train
LNS3AF711M,1,train
16832,0,train
20638,0,train
ICHFA7GZXH,1,train
64937,0,train
48172,0,train
24796,0,train
MM21IDR3QD,1,train
6YU0JJKKYI,1,train
RMOIUBP10F,1,train
GOGZ7V7V9M,1,train
64018,0,train
45BRM2Q15L,1,train
NZEZEFIT7J,1,train
23784,0,train
61956,0,train
11575,0,train
GY2MNCJMOX,1,train
54834,0,train
YFL29JULIS,1,train
55793,0,train
IYRVGIAJY5,1,train
31629,0,train
M7Y3IT5TKG,1,train
UFY5DRBJ46,1,train
31896,0,train
CU37LE7P7M,1,train
PJEU35OU57,1,train
SFIQSWAJUQ,1,train
T3CQ53MQUI,1,train
23487,0,train
BS1DGX9UJX,1,train
J6K7450NNH,1,train
NXW4GMX1ZK,1,train
0UHWNX4QTS,1,train
WROXE8FBPB,1,train
WOJ6P5AC41,1,train
40833,0,train
24274,0,train
65997,0,train
O8RDV9C96X,1,train
5ZL2QPQHG9,1,train
N7QMAPB8UU,1,train
30785,0,train
TEK0D9AM4V,1,train
EP3HOSXL83,1,train
64808,0,train
22106,0,train
AXN8ZJ1HDZ,1,train
O9YQE1B5BV,1,train
JQ9K0REYR7,1,train
35035,0,train
LVDO1GJR2E,1,train
2D603H7P2O,1,train
T2ADFXF0MZ,1,train
07430,0,train
11133,0,train
57976,0,train
57124,0,train
CHRFHC5YOY,1,train
L3ZHWNFBMS,1,train
03234,0,train
0AZIV8J8A7,1,train
ONPSRVXIDA,1,train
63600,0,train
41595,0,train
00783,0,train
50594,0,train
SZOFY1WIDN,1,train
00560,0,train
03588,0,train
5JZZO8T89O,1,train
12133,0,train
75PLS2G6WJ,1,train
83QA9NI6U8,1,train
WHOAQ7SRVB,1,train
64120,0,train
31935,0,train
66725,0,train
1Q8D6WSOK0,1,train
ZVZ9VWQFQ2,1,train
HU8CEPUSXF,1,train
00118,0,train
31565,0,train
Q78D0U8NNF,1,train
2YEHME7TEV,1,train
X6OWB35FMI,1,train
50200,0,train
36828,0,train
36965,0,train
Z50FXDNYP0,1,train
43314,0,train
PM6LALRB9Q,1,train
FNL9IUJ6MH,1,train
09100,0,train
11323,0,train
01601,0,train
42985,0,train
RCKFSUZPYF,1,train
22368,0,train
15115,0,train
25388,0,train
94M8WAT4MN,1,train
36251,0,train
07966,0,train
SXG41JVH8R,1,train
43184,0,train
25053,0,train
39643,0,train
WCR7QIAYAG,1,train
QY5A31VTXM,1,train
54883,0,train
47611,0,train
real_00067,0,train
7YX7Y0RUV0,1,train
11006,0,train
23425,0,train
3NNVH65GMA,1,train
09633,0,train
18536,0,train
9JA9KBPSDB,1,train
FOBE3CBQMJ,1,train
XAHBJ5MMHT,1,train
00993,0,train
2DFERB7J5Y,1,train
52126,0,train
58620,0,train
ZMOOE8PMUC,1,train
39414,0,train
14377,0,train
30501,0,train
04466,0,train
1Z0K69E8LS,1,train
P9TXZEJCBA,1,train
F3KXU4PHD3,1,train
44749,0,train
RTYHNV1K5Z,1,train
PEEMXFCM3E,1,train
27570,0,train
69610,0,train
P08UV65GBE,1,train
28838,0,train
53579,0,train
58653,0,train
14368,0,train
07810,0,train
K5LLGZCII4,1,train
UBJHDGM81S,1,train
easy_40_1111,1,train
17432,0,train
15733,0,train
YANAY8HT15,1,train
22297,0,train
20126,0,train
RSQ2JNVTSC,1,train
25824,0,train
03268,0,train
E0EDXJ31RY,1,train
AXCMF459N5,1,train
FM1XDGCYTM,1,train
9KS6OG0JCE,1,train
58162,0,train
62789,0,train
09640,0,train
50856,0,train
14988,0,train
21942,0,train
27207,0,train
9DANIVWNXC,1,train
CHZ7XFO9QP,1,train
C62K34Q13F,1,train
65824,0,train
WHX685U9L3,1,train
WF853ARH7P,1,train
35460,0,train
RD8K2SK8SL,1,train
17636,0,train
WFF6QYYMIC,1,train
ZVXYB7MAFD,1,train
2H4SWFRWVS,1,train
04962,0,train
2WUXXI19IC,1,train
17629,0,train
29358,0,train
IA55E8ZZ5F,1,train
20919,0,train
L67PDUATG1,1,train
85JPAITQ4X,1,train
THTJGB5ELP,1,train
439YY5SCL7,1,train
L8WIEPR8SR,1,train
14140,0,train
68184,0,train
10667,0,train
HGA3LNVOCU,1,train
IZPDPQB2QE,1,train
54284,0,train
6688C5SDMG,1,train
2H4M8TQV0F,1,train
28614,0,train
2G7SMOXTMQ,1,train
3YZ1VGE4SR,1,train
12334,0,train
58651,0,train
QSYKHVSOZG,1,train
57830,0,train
ZT4FQEININ,1,train
01439,0,train
KCF2707RU6,1,train
26528,0,train
Q4H5X2NWXU,1,train
11569,0,train
68207,0,train
D5TXVZ1JFI,1,train
53833,0,train
28726,0,train
121FFVR0RY,1,train
ICW6GVVL3W,1,train
EP5HNKOCBD,1,train
433M9QDZ40,1,train
8CDZ0M6W0R,1,train
J8LL6WX5F3,1,train
26523,0,train
66785,0,train
WUOS4OMMBO,1,train
hard_213_0101,1,train
34913,0,train
0P0HJXH72G,1,train
9K5HOVYPU8,1,train
06201,0,train
17894,0,train
08630,0,train
59105,0,train
X46TIB39G9,1,train
02697,0,train
BVSMJM48SM,1,train
JGDYKKUCVD,1,train
48UXW75D8V,1,train
61609,0,train
UCXR4HAOT4,1,train
AZ7Z0ZCVD1,1,train
35890,0,train
60681,0,train
13474,0,train
IJXAIS02ZH,1,train
39889,0,train
03438,0,train
14672,0,train
0HYL7F2RSQ,1,train
RSHKG0I5DL,1,train
AFVWEA3OMI,1,train
4S72JF7K9A,1,train
AVGAPF3NY5,1,train
QYTLFQ3Y4K,1,train
11517,0,train
H428V8E2BH,1,train
45236,0,train
30331,0,train
12500,0,train
34884,0,train
8R1HYJH7K2,1,train
CHPO0OM5VI,1,train
O3UN5SLE2N,1,train
01644,0,train
G4JR7EAO9V,1,train
04717,0,train
BERRL1YOGQ,1,train
XNDXN9JJIG,1,train
PQD77FJUYX,1,train
52588,0,train
GJIIEKLDBS,1,train
67321,0,train
65595,0,train
68530,0,train
07567,0,train
CMNX6QKUJK,1,train
5OR5021D2J,1,train
40524,0,train
30VC1KL1GB,1,train
9DX4G05MYR,1,train
17SZCRLE7B,1,train
11061,0,train
P8TX84K64M,1,train
26097,0,train
51657,0,train
LG0EVC4YML,1,train
XBXT8F4HJA,1,train
ZKB6EL17A1,1,train
3YM6LELRGK,1,train
07124,0,train
24385,0,train
MCX62EY3QL,1,train
TJ3P9ZDT5E,1,train
2G267FVCCP,1,train
54121,0,train
33923,0,train
33105,0,train
61411,0,train
52RBEV782W,1,train
30490,0,train
6JMX17Q4I5,1,train
57615,0,train
UMYRURMBHE,1,train
37972,0,train
35198,0,train
0I5MKD9RHA,1,train
SJN0VZ2B7R,1,train
CQD2MCMN6M,1,train
2ZNPDIHJHM,1,train
4TQBQLGABW,1,train
44408,0,train
7MRW4KXFWB,1,train
8ZJEOPG8GC,1,train
4OPE9HXU8Q,1,train
OESDI0T4YM,1,train
62349,0,train
54394,0,train
12708,0,train
59163,0,train
30313,0,train
BVF1LHIOSW,1,train
60047,0,train
BN3RT0TM6A,1,train
M36BGRHJ7O,1,train
37T77ATZZ3,1,train
AC0TURSU2J,1,train
HS2LHHKMQ6,1,train
08713,0,train
QFADWT4UPO,1,train
48991,0,train
3ZRP94G6C0,1,train
O7H0GB7LW7,1,train
10893,0,train
9JB4PW4RL8,1,train
63170,0,train
22531,0,train
V1IZYO0ZGP,1,train
44080,0,train
UVJ9DTEH8E,1,train
69009,0,train
NPMQE155QV,1,train
37691,0,train
61943,0,train
HR5HIVVKU1,1,train
27215,0,train
FMPNOWEAZQ,1,train
BCQ8WXZZ8H,1,train
36294,0,train
T7LRHFTVV3,1,train
WCNJWAMC92,1,train
H4U4425D15,1,train
31494,0,train
easy_147_1110,1,train
SMYN8DV997,1,train
26226,0,train
P1IV0KLZVJ,1,train
30887,0,train
53928,0,train
14790,0,train
07781,0,train
4C4L8NDDJQ,1,train
RRLS4QCX47,1,train
ZUBSOCD6FV,1,train
27376,0,train
Z2ZWP5URJR,1,train
AAJP0E8GYI,1,train
HXNK5X55VK,1,train
XV1X96RKUM,1,train
3U37WAREE0,1,train
57236,0,train
E7X7YD5FAZ,1,train
JRDWRKKPA9,1,train
65784,0,train
R34VY0CPBC,1,train
QGZH1GUKAZ,1,train
LD7W0EC155,1,train
HI96UML3QF,1,train
39362,0,train
53781,0,train
53656,0,train
MTBFQ51K2N,1,train
27406,0,train
J2DWWLCQYK,1,train
46395,0,train
AJMOJAOE0D,1,train
61643,0,train
T2NELRYUHG,1,train
30064,0,train
3NOOM7C00A,1,train
9V9T9Q0LVB,1,train
53DXFDPG8L,1,train
45157,0,train
UK170G9G6K,1,train
23108,0,train
26845,0,train
29641,0,train
42290,0,train
21213,0,train
GFXAMQXKRZ,1,train
69007,0,train
H6AP4PWYXN,1,train
53336,0,train
S7CXXMWA60,1,train
01265,0,train
53788,0,train
15896,0,train
B38NLH5038,1,train
00514,0,train
22196,0,train
GY7KBTGY46,1,train
EN3KSBPLCY,1,train
34766,0,train
QUI19O6LZB,1,train
RSOXO3S1YL,1,train
IHVB52SVZK,1,train
59934,0,train
28469,0,train
40461,0,train
JENBNPUZWO,1,train
3I4DW0Z0Z6,1,train
easy_34_1100,1,train
3YWYNLXQ1X,1,train
KTU1IZH9LL,1,train
ZW7WQC6DY9,1,train
64400,0,train
A1SWJFCZMV,1,train
39559,0,train
S2TBMZVJPH,1,train
59793,0,train
JXHNX3TQ3U,1,train
BOHII5O8JF,1,train
real_00434,0,train
WKUMIY8EXX,1,train
RT36XA1MOL,1,train
08938,0,train
04077,0,train
49162,0,train
YOD2EN78KL,1,train
38916,0,train
23668,0,train
16460,0,train
real_00012,0,train
24631,0,train
YISNLNYM4Q,1,train
9O8IUGN1IF,1,train
QV7SYI2XE8,1,train
JOT7S66VHC,1,train
43525,0,train
52056,0,train
42518,0,train
31783,0,train
W75B9AX9HS,1,train
PGOVY2LDJJ,1,train
TED3O3U8RW,1,train
01280,0,train
SFO0RKKXCB,1,train
O2W6PBWU35,1,train
TQZWWZNFT6,1,train
4LIZ0ZSY12,1,train
35707,0,train
DCJ6BJ3NE4,1,train
Q4LSRVM0GL,1,train
YNZAVXN9YJ,1,train
42202,0,train
06963,0,train
ALIMKQN86U,1,train
56923,0,train
L84RWT7ZYP,1,train
60470,0,train
37708,0,train
YHEI2FIJ9P,1,train
03279,0,train
11455,0,train
DD8MKQGTL3,1,train
30932,0,train
CGQPT9KHY2,1,train
GW1MJ6Y43Q,1,train
14763,0,train
TCJZ6QLDKH,1,train
43037,0,train
2QF4VNEAC1,1,train
QNDDVZQGU9,1,train
5FAO9M56C6,1,train
04166,0,train
KNE35U82JC,1,train
02052,0,train
09733,0,train
26SM0H84HL,1,train
25EKJL9SCI,1,train
mid_225_0111,1,train
G4R7L9LLWF,1,train
14104,0,train
5JHFYK3K68,1,train
06544,0,train
LPCFZURJ3W,1,train
3HV7QWL60E,1,train
I8WAYXOLJT,1,train
QDF4JFGJ6A,1,train
18498,0,train
FHO3TOXT48,1,train
0TM940HRLZ,1,train
38062,0,train
17412,0,train
55138,0,train
54242,0,train
54561,0,train
14587,0,train
32662,0,train
18142,0,train
41831,0,train
60804,0,train
47580,0,train
47037,0,train
XS8T4W3Q74,1,train
40317,0,train
I6WK7PQ0OR,1,train
32110,0,train
62211,0,train
B044EGBQ1S,1,train
R47HJEU46X,1,train
TFKSVCLAU1,1,train
RHZOE4QVIS,1,train
13819,0,train
68112,0,train
4T73AP211B,1,train
69684,0,train
5OTDJRRL1L,1,train
8XJYVL2MSU,1,train
A743CA5FWI,1,train
V8943KDOLH,1,train
38169,0,train
01365,0,train
NTNNUHUMTZ,1,train
52078,0,train
35YN3EA72Y,1,train
56538,0,train
M8VY6BLOQ6,1,train
37366,0,train
37222,0,train
SEF4QZ34RD,1,train
29314,0,train
09174,0,train
59700,0,train
ZW2LWDW5DW,1,train
42776,0,train
S83SC965Z5,1,train
26882,0,train
V6HURQ0E3I,1,train
00613,0,train
15872,0,train
RLOBFK6NJX,1,train
HIWFE0WKJA,1,train
23044,0,train
VO6H2LQ89Q,1,train
37632,0,train
EV2U8CN2KH,1,train
BGEQG1WRS7,1,train
26956,0,train
0YDC928A6E,1,train
LWT504LA9V,1,train
1ZVCWNSZJ0,1,train
PBXDX80J9P,1,train
87F0R731C4,1,train
24426,0,train
SQPZ2MF017,1,train
R7FYD88MA6,1,train
58030,0,train
50147,0,train
42778,0,train
12507,0,train
NM5WN8XIB2,1,train
06303,0,train
56705,0,train
6NHP25EHU6,1,train
ZLJPCRHQPX,1,train
PNIO90EF80,1,train
HR7KQ4SD2H,1,train
ATXK3W3KVZ,1,train
TP38XQJ390,1,train
DKCKLAO9AE,1,train
W8IYRNNMLR,1,train
05747,0,train
PZVGJOC29Q,1,train
OEL013HFL3,1,train
7GR280CASJ,1,train
38984,0,train
31026,0,train
52823,0,train
09400,0,train
43218,0,train
F3ZBAV3ZFU,1,train
real_00566,0,train
91KLC95Y03,1,train
13823,0,train
55847,0,train
5421FDPL08,1,train
WSG7G4B2SS,1,train
5ELEP1A9C8,1,train
H2XB9OBP52,1,train
45500,0,train
56745,0,train
AHJ1Y4AVJM,1,train
01201,0,train
X4LWT8M9TR,1,train
36110,0,train
58806,0,train
NDFRNF0BER,1,train
67157,0,train
68379,0,train
20985,0,train
29989,0,train
4SXKY2SPR9,1,train
CJZD5C73DH,1,train
34460,0,train
5EETMT3ZDX,1,train
HT2OH968XC,1,train
N7F4TA9Z6H,1,train
1B7TOL57JB,1,train
49664,0,train
36581,0,train
49196,0,train
hard_226_0100,1,train
16635,0,train
51347,0,train
MQF3ZT69LJ,1,train
24345,0,train
8RWST4D5Q3,1,train
JYOZFFHNMR,1,train
03382,0,train
easy_16_1111,1,train
Z3A32PME6F,1,train
36223,0,train
52004,0,train
GOOMEFNZ1F,1,train
29190,0,train
51598,0,train
XBQKY4H1Z3,1,train
61914,0,train
38571,0,train
35U5KQWOJX,1,train
13724,0,train
62494,0,train
34069,0,train
38676,0,train
IWSBUNJS42,1,train
real_00340,0,train
WQHD718LCP,1,train
real_00556,0,train
WNZV588DC7,1,train
ZC3YXG7NGI,1,train
34813,0,train
0O4JEC87PB,1,train
46482,0,train
14589,0,train
EE4ESUZN9L,1,train
67799,0,train
ZATWYK6HZK,1,train
44712,0,train
57340,0,train
26852,0,train
FH557PWJSF,1,train
KIM4U5VPZ1,1,train
PAELXGJW71,1,train
S1JL4JHV8I,1,train
4AZKAGH3AX,1,train
54412,0,train
L0HI2BC6KM,1,train
61310,0,train
04978,0,train
RJ94P3LPJY,1,train
46933,0,train
O5ASG7282U,1,train
VWP4DOR1BM,1,train
ZAPW9PAESI,1,train
UDHXADU3GP,1,train
49141,0,train
39467,0,train
Z0WMOCYNW7,1,train
UDVXXXSA7O,1,train
32667,0,train
easy_103_1111,1,train
SFDMMJF38Q,1,train
30V63LTH7W,1,train
52435,0,train
AOPYUWFMKT,1,train
34421,0,train
4GPAFPF79J,1,train
14456,0,train
31002,0,train
48467,0,train
1BSGMK7CG7,1,train
3JVTB0GFPE,1,train
M8D6WCT0AF,1,train
TOQIC51XQ2,1,train
8P9QDI90LY,1,train
UL22KKONVO,1,train
ZY46X1527O,1,train
PUWJF2NJSL,1,train
02039,0,train
M0AP64L140,1,train
7N2G16DXGA,1,train
GZ9IV5M8E4,1,train
32692,0,train
XS6YLQA5HY,1,train
52811,0,train
L57JYEL4RT,1,train
LWYYVDM44Q,1,train
55900,0,train
VS2L2IX149,1,train
BQYBB98ORF,1,train
A3X2SKA7N5,1,train
38806,0,train
ZSUJLUKY6X,1,train
4B4392XQZ4,1,train
01192,0,train
21176,0,train
QN1JSBWZIV,1,train
HQH49VYIUH,1,train
63784,0,train
11102,0,train
17645,0,train
39489,0,train
D9YKAP54K5,1,train
JSY4DHIOP3,1,train
FZJ01NRMSM,1,train
GHB88I8GQ0,1,train
D1UVFCGISL,1,train
ROF2BP97J5,1,train
43460,0,train
30343,0,train
43435,0,train
S2BY08648D,1,train
62493,0,train
35841,0,train
ZA10964JEA,1,train
46365,0,train
NRSG4I3X3F,1,train
32Z06ZUJ8L,1,train
XMLODM3RM0,1,train
06800,0,train
K4UHWQW2EU,1,train
33423,0,train
51817,0,train
WBAANDE5ZY,1,train
17491,0,train
B5Z9NW1RU1,1,train
10531,0,train
16888,0,train
OC9C5S0ZHT,1,train
58756,0,train
69664,0,train
real_00260,0,train
VBRP3DIVQR,1,train
RD5E8BPF31,1,train
